OCLC Number,WORLDCAT LINK,AUTHOR,AUTHOR URI,TITLE,MUSEUM #,IMPRINT,COUNTRY,DATE,CALL #(BIBLIO),LANG,Column1,,,,,,,
ocn932318790,http://www.worldcat.org/oclc/932318790,,,"Western heroes of pulp fiction : dime novel to pop culture : October 24, 2015 - February 14, 2016.",2002.60.54,"Tucson, Arizona : Tucson Museum of Art and Historic Block, [2015]",azu,2015,N 7760 .W478 2015,eng,,,,,,,,
ocn883682167,http://www.worldcat.org/oclc/883682167,,,Masters of the American West : fine art exhibition and sale.,2003.26.1,"Los Angeles, Calif. : Autry Museum of Western Heritage, 2003.",cau,2004,N 8214.5 .U6 M37 2003,eng,,,,,,,,
ocn908374922,http://www.worldcat.org/oclc/908374922,,,"Testimonios : early California through the eyes of women, 1815-1848 / translated with an introduction and commentary by Rose Marie Beebe and Robert M. Senkewicz.",2004.22.27.2,"Norman, OK : University of Oklahoma Press, [2015]",oku,2015,F 864 .T34 2015,eng,,,,,,,,
ocm03937507,http://www.worldcat.org/oclc/680364276,,,California history : the magazine of the California Historical Society.,2004.22.4.11,"San Francisco : California Historical Society,",cau,2000s,AUTRY SERIALS - CAU,eng,,,,,,,,
ocn900731320,http://www.worldcat.org/oclc/900731320,"Ogle, John, 1950-",https://www.worldcat.org/wcidentities/lccn-n98100748,The book of Colt memorabilia / by John Ogle.,2004.57.2,"Minneapolis, Minn. : Blue Book Publications, Inc., ©2014.",mnu,2014,TS 537 .O34 2014,eng,,,,,,,,
ocm16786745,http://www.worldcat.org/oclc/16786745,,,Native peoples.,2004.62.1,"Phoenix, Ariz. : Media Concepts Group, 1987-2016.",azu,1987,BRAUN SERIALS - NAT,eng,,,,,,,,
ocn213133346,http://www.worldcat.org/oclc/213133346,"Schiff, Robyn.",http://viaf.org/viaf/68285447,Revolver : poems / by Robyn Schiff.,2004.71.1,"Iowa City : University of Iowa Press, ©2008.",iau,2008,PS 3619 .C365 R48 2008,eng,,,,,,,,
ocn715286156,http://www.worldcat.org/oclc/715286156,,,"California design, 1930-1965 : living in a modern way / Wendy Kaplan, editor   Wendy Kaplan, Bobbye Tigerman, curators   with contributions by Glenn Adamson [and others].",2004.88.5,"Los Angeles : Los Angeles County Museum of Art   Cambridge, Mass. : MIT Press, 2011.",cau,2011,NK 835 .C3 C35 2011 ,eng,,,,,,,,
ocm79367638,http://www.worldcat.org/oclc/79367638,,,"Masters of the American West : fine art exhibition and sale / Museum of the American West, Autry National Center, February 5 - March 6, 2005.",2005.15.1,"Los Angeles, Calif. : Autry Museum of Western Heritage, 2005.",cau,2005,N 8214.5 .U6 M37 2005,eng,,,,,,,,
ocm79408940,http://www.worldcat.org/oclc/79408940,,,"Masters of the American West : fine art exhibition and sale / Autry National Center, February 4 - March 5, 2006.",2005.15.1,"Los Angeles, Calif. : Autry National Center, 2006.",cau,2006,N 8214.5 .U6 M37 2006,eng,,,,,,,,
ocm79367638,http://www.worldcat.org/oclc/79367638,,,"Masters of the American West : fine art exhibition and sale / Museum of the American West, Autry National Center, February 5 - March 6, 2005.",2005.24.2,"Los Angeles, Calif. : Autry Museum of Western Heritage, 2005.",cau,2005,N 8214.5 .U6 M37 2005,eng,,,,,,,,
ocm03937507,http://www.worldcat.org/oclc/680364276,,,California history : the magazine of the California Historical Society.,2005.31.3,"San Francisco : California Historical Society,",cau,2000s,AUTRY SERIALS - CAU,eng,,,,,,,,
ocn166387919,http://www.worldcat.org/oclc/166387919,"Cirillo, Dexter.",http://viaf.org/viaf/63197933,Southwestern Indian jewelry : crafting new traditions / Dexter Cirillo   photography by Addison Doty.,2005.87.1,"New York : Rizzoli, 2008.",nyu,2008,"970.6521 34, C578s 2008",eng,,,,,,,,
ocm79408940,http://www.worldcat.org/oclc/79408940,,,"Masters of the American West : fine art exhibition and sale / Autry National Center, February 4 - March 5, 2006.",2006.36.1,"Los Angeles, Calif. : Autry National Center, 2006.",cau,2006,N 8214.5 .U6 M37 2006,eng,,,,,,,,
ocm75961645,http://www.worldcat.org/oclc/75961645,"Howard, Judy.",http://experiment.worldcat.org/entity/work/data/61895207#Person/howard_judy,Centennial stitches : Oklahoma history in quilts / by Judy Howard.,2006.40.1,"Oklahoma City, Okla. : Dorcas Publishing, ©2007.",oku,2007,NK 9112 .H69 2007,eng,,,,,,,,
ocm79408940,http://www.worldcat.org/oclc/79408940,,,"Masters of the American West : fine art exhibition and sale / Autry National Center, February 4 - March 5, 2006.",2006.73.1,"Los Angeles, Calif. : Autry National Center, 2006.",cau,2006,N 8214.5 .U6 M37 2006,eng,,,,,,,,
ocn191802836,http://www.worldcat.org/oclc/191802836,,,Masters 2008 : Masters of the American West Fine Art Exhibition and Sale.,2007.23.1,"Los Angeles, Calif. : Autry National Center, 2008.",cau,2008,N 8214.5 .U6 M37 2008,eng,,,,,,,,
ocm771947523,http://www.worldcat.org/oclc/771947523,,,"The rampant colt : 2011, Winter, vol. 31, no. 4 / official magazine of the Colt Collectors Association, Inc.",2007.76.1,"Billings, Mont. : Colt Collectors Association, Inc., 2011.",mtu,2011,TS 535 .C6 R36 2011,eng,,,,,,,,
ocn900731320,http://www.worldcat.org/oclc/900731320,"Ogle, John, 1950-",https://www.worldcat.org/wcidentities/lccn-n98100748,The book of Colt memorabilia / by John Ogle.,2007.76.1,"Minneapolis, Minn. : Blue Book Publications, Inc., ©2014.",mnu,2014,TS 537 .O34 2014,eng,,,,,,,,
ocn191802836,http://www.worldcat.org/oclc/191802836,,,Masters 2008 : Masters of the American West Fine Art Exhibition and Sale.,2008.7.1,"Los Angeles, Calif. : Autry National Center, 2008.",cau,2008,N 8214.5 .U6 M37 2008,eng,,,,,,,,
ocn401398887,http://www.worldcat.org/oclc/401398887,,,Masters 2009 : Masters of the American West Fine Art Exhibition and Sale.,2008.7.1,"Los Angeles, Calif. : Autry National Center, 2009.",cau,2009,N 8214.5 .U6 M37 2009,eng,,,,,,,,
ocn191802836,http://www.worldcat.org/oclc/191802836,,,Masters 2008 : Masters of the American West Fine Art Exhibition and Sale.,2008.8.1,"Los Angeles, Calif. : Autry National Center, 2008.",cau,2008,N 8214.5 .U6 M37 2008,eng,,,,,,,,
ocn401398887,http://www.worldcat.org/oclc/401398887,,,Masters 2009 : Masters of the American West Fine Art Exhibition and Sale.,2008.8.1,"Los Angeles, Calif. : Autry National Center, 2009.",cau,2009,N 8214.5 .U6 M37 2009,eng,,,,,,,,
ocn401398887,http://www.worldcat.org/oclc/401398887,,,Masters 2009 : Masters of the American West Fine Art Exhibition and Sale.,2009.11.1,"Los Angeles, Calif. : Autry National Center, 2009.",cau,2009,N 8214.5 .U6 M37 2009,eng,,,,,,,,
ocn527796959,http://www.worldcat.org/oclc/527796959,,,Masters 2010 : Masters of the American West Fine Art Exhibition and Sale.,2009.11.1,"Los Angeles, Calif. : Autry National Center, 2010.",cau,2010,N 8214.5 .U6 M37 2010,eng,,,,,,,,
ocn527796959,http://www.worldcat.org/oclc/527796959,,,Masters 2010 : Masters of the American West Fine Art Exhibition and Sale.,2009.12.1,"Los Angeles, Calif. : Autry National Center, 2010.",cau,2010,N 8214.5 .U6 M37 2010,eng,,,,,,,,
ocn527796959,http://www.worldcat.org/oclc/527796959,,,Masters 2010 : Masters of the American West Fine Art Exhibition and Sale.,2010.10.1,"Los Angeles, Calif. : Autry National Center, 2010.",cau,2010,N 8214.5 .U6 M37 2010,eng,,,,,,,,
ocn818734537,http://www.worldcat.org/oclc/818734537,,,Jews in the Los Angeles mosaic / edited by Karen S. Wilson.,2010.52.1,"Los Angeles : Autry National Center of the American West, in association with University of California Press, [2013]",cau,2013,F 869 .L89 J5516 2013,eng,,,,,,,,
ocn818734537,http://www.worldcat.org/oclc/818734537,,,Jews in the Los Angeles mosaic / edited by Karen S. Wilson.,2010.52.1,"Los Angeles : Autry National Center of the American West, in association with University of California Press, [2013]",cau,2013,F 869 .L89 J5516 2013,eng,,,,,,,,
ocm32766603,http://www.worldcat.org/oclc/32766603,,,Arts of the Amazon / edited by Barbara Braun   text by Peter G. Roe   preface by Adam Mekler.,2010.55.12,"New York, N.Y. : Thames and Hudson, 1995.",nyu,1995,F 2519.1.A6 A77 1995,eng,,,,,,,,
ocm32766603,http://www.worldcat.org/oclc/32766603,,,Arts of the Amazon / edited by Barbara Braun   text by Peter G. Roe   preface by Adam Mekler.,2010.55.22,"New York, N.Y. : Thames and Hudson, 1995.",nyu,1995,F 2519.1.A6 A77 1995,eng,,,,,,,,
ocm771947523,http://www.worldcat.org/oclc/771947523,,,"The rampant colt : 2011, Winter, vol. 31, no. 4 / official magazine of the Colt Collectors Association, Inc.",2010.57.1,"Billings, Mont. : Colt Collectors Association, Inc., 2011.",mtu,2011,TS 535 .C6 R36 2011,eng,,,,,,,,
ocn907642097,http://www.worldcat.org/oclc/907642097,,,"Native fashion now : North American Indian style / by Karen Kramer   with contributions from Jay CalderÃ­n, Madeleine M. Kropa, and Jessica R. Metcalfe.",2010.62.1,"Salem, Massachusetts : Peabody Essex Museum   Munich   London   New York : DelMonico Books/Prestel, [2015]",mau,2015,TT 502 .N37 2015,eng,,,,,,,,
ocn982089617,http://www.worldcat.org/oclc/982089617,,,"Found in translation : design in California and Mexico, 1915-1985 / Wendy Kaplan, editor  Wendy Kaplan and Staci Steinberger, curators.",2010.65.1,"Los Angeles, California : Los Angeles County Museum of Art   Munich, Germany   New York, NY : DelMonico Books/Prestel, 2017.",cau,2017,NK 1410 .C2 D47 2017 ,eng,,,,,,,,
ocn527796959,http://www.worldcat.org/oclc/527796959,,,Masters 2010 : Masters of the American West Fine Art Exhibition and Sale.,2010.9.1,"Los Angeles, Calif. : Autry National Center, 2010.",cau,2010,N 8214.5 .U6 M37 2010,eng,,,,,,,,
ocn919474433,http://www.worldcat.org/oclc/919474433,,,"Tahoe : a visual history / Ann M. Wolfe, Nevada Museum of Art.",2011.21.4,"New York, NY : Skira Rizzoli Publications, Inc., 2015.",nyu,2015,F 868 .T2 T34 2015,eng,,,,,,,,
ocn919474433,http://www.worldcat.org/oclc/919474433,,,"Tahoe : a visual history / Ann M. Wolfe, Nevada Museum of Art.",2011.21.8,"New York, NY : Skira Rizzoli Publications, Inc., 2015.",nyu,2015,F 868 .T2 T34 2015,eng,,,,,,,,
ocm04343382,http://www.worldcat.org/oclc/679349430,,,American Indian art magazine.,2011.47.2,"[Scottsdale, Ariz. : American Indian Art, Inc.]",azu,2013,BRAUN SERIALS - AME,eng,,,,,,,,
on1031427068,http://www.worldcat.org/oclc/1031427068,"Blake, Janet, 1944- author.",http://experiment.worldcat.org/entity/work/data/4974913254#Person/blake_janet_1944,"Art colony : the Laguna Beach Art Association, 1918-1935 / Janet Blake, Deborah Epstein Solon.",2012.37.3,"Laguna Beach : Laguna Art Museum, 2018.",cau,2018,ND 235 .L34 A78 2018 ,eng,,,,,,,,
ocm32263980,http://www.worldcat.org/oclc/32263980,,,The Texas gun collector.,2012.38.1,"[Austin, Tex. : B. Lemburg], 2016.",txu,2016,NK 6900 .T355 2016 ,eng,,,,,,,,
ocn828440641,http://www.worldcat.org/oclc/828440641,,,Masters 2013 : Masters of the American West Fine Art Exhibition and Sale.,2012.5.1,"Los Angeles, Calif. : Autry National Center, 2013.",cau,2013,N 8214.5 .U6 M37 2013,eng,,,,,,,,
ocn828440641,http://www.worldcat.org/oclc/828440641,,,Masters 2013 : Masters of the American West Fine Art Exhibition and Sale.,2012.6.1,"Los Angeles, Calif. : Autry National Center, 2013.",cau,2013,N 8214.5 .U6 M37 2013,eng,,,,,,,,
ocn828440641,http://www.worldcat.org/oclc/828440641,,,Masters 2013 : Masters of the American West Fine Art Exhibition and Sale.,2013.4.1,"Los Angeles, Calif. : Autry National Center, 2013.",cau,2013,N 8214.5 .U6 M37 2013,eng,,,,,,,,
ocn872288179,http://www.worldcat.org/oclc/872288179,,,Masters 2014 : Masters of the American West Fine Art Exhibition and Sale.,2013.4.1,"Los Angeles, California : Autry National Center, 2014.",cau,2014,N 8214.5 .U6 M37 2014,eng,,,,,,,,
ocn828440641,http://www.worldcat.org/oclc/828440641,,,Masters 2013 : Masters of the American West Fine Art Exhibition and Sale.,2013.5.1,"Los Angeles, Calif. : Autry National Center, 2013.",cau,2013,N 8214.5 .U6 M37 2013,eng,,,,,,,,
ocn872288179,http://www.worldcat.org/oclc/872288179,,,Masters 2014 : Masters of the American West Fine Art Exhibition and Sale.,2013.5.1,"Los Angeles, California : Autry National Center, 2014.",cau,2014,N 8214.5 .U6 M37 2014,eng,,,,,,,,
ocn872288179,http://www.worldcat.org/oclc/872288179,,,Masters 2014 : Masters of the American West Fine Art Exhibition and Sale.,2014.7.1,"Los Angeles, California : Autry National Center, 2014.",cau,2014,N 8214.5 .U6 M37 2014,eng,,,,,,,,
on1046080743,http://www.worldcat.org/oclc/1046080743,,,Masters 2016 : Masters of the American West Fine Art Exhibition and Sale.,2015.6.1,"Los Angeles, Calif. : Autry Museum of the American West, 2016.",cau,2016,N 8214.5 .U6 M37 2016,eng,,,,,,,,
on1046080882,http://www.worldcat.org/oclc/1046080882,,,Masters 2017 : Masters of the American West Fine Art Exhibition and Sale.,2016.25.1,"Los Angeles, Calif. : Autry Museum of the American West, 2017.",cau,2017,N 8214.5 .U6 M37 2017,eng,,,,,,,,
on1046080882,http://www.worldcat.org/oclc/1046080882,,,Masters 2017 : Masters of the American West Fine Art Exhibition and Sale.,2017.3.1,"Los Angeles, Calif. : Autry Museum of the American West, 2017.",cau,2017,N 8214.5 .U6 M37 2017,eng,,,,,,,,
on1046081007,http://www.worldcat.org/oclc/1046081007,,,Masters 2018 : Masters of the American West Fine Art Exhibition and Sale.,2017.3.1,"Los Angeles, Calif. : Autry Museum of the American West, 2018.",cau,2018,N 8214.5 .U6 M37 2018,eng,,,,,,,,
on1088505865,http://www.worldcat.org/oclc/1088505865,,,Masters 2019 : Masters of the American West Fine Art Exhibition and Sale.,2018.12.1,"Los Angeles, Calif. : Autry Museum of the American West, 2019.",cau,2019,N 8214.5 .U6 M37 2019,eng,,,,,,,,
ocm39129897,http://www.worldcat.org/oclc/39129897,"Lucero, Helen R., 1943- author.",http://viaf.org/viaf/18995476,"Chimaya weaving : the transformation of a tradition / Helen R. Lucero, Suzanne Baizerman.",2087.G.47,"Albuquerque : University of New Mexico Press, ©1999.",nmu,1999,F 805 .S75 L83 1999,eng,,,,,,,,
ocn463454433,http://www.worldcat.org/oclc/463454433,"Shanks, Ralph C.",http://viaf.org/viaf/43102112,"California Indian baskets : San Diego to Santa Barbara and beyond to the San Joaquin Valley, mountains and deserts / Ralph Shanks   Lisa Woo Shanks, editor.",217.L.9,"Novato, Calif. : Costaño Books in association with Miwok Archeological Preserve of Marin ; Seattle : Distributed by University of Washington Press, ©2010.",cau,2010,"970.655 33, S52c, 2010 ",eng,,,,,,,,
ocm37465314,http://www.worldcat.org/oclc/37465314,"Driesbach, Janice Tolhurst, author.",http://viaf.org/viaf/235047183,"Art of the gold rush / by Janice T. Driesbach, Harvey L. Jones, and Katherine Church Holland.",22.G.978A,"Oakland, Calif. : Oakland Museum of California, 1998",cau,1998,N 6530 .C2 D75 1998,eng,,,,,,,,
ocm00735863,http://www.worldcat.org/oclc/735863,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978AB,"Cleveland, OH : Arthur H. Clark, 1906",ohu,1906,"917.9, A92a, 1906",eng,,,,,,,,
ocm09853466,http://www.worldcat.org/oclc/9853466,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978AB,"Tucson, Ariz. : University of Arizona Press, [1984],",azu,1984,"917.9, A92a, 1984",eng,,,,,,,,
ocm37465314,http://www.worldcat.org/oclc/37465314,"Driesbach, Janice Tolhurst, author.",http://viaf.org/viaf/235047183,"Art of the gold rush / by Janice T. Driesbach, Harvey L. Jones, and Katherine Church Holland.",22.G.978AB,"Oakland, Calif. : Oakland Museum of California, 1998",cau,1998,N 6530 .C2 D75 1998,eng,,,,,,,,
ocm40543776,http://www.worldcat.org/oclc/40543776,"Holliday, J. S.",http://viaf.org/viaf/34623328,Rush for riches : gold fever and the making of California / J.S. Holliday.,22.G.978B,"[Oakland, Calif.] : Oakland Museum of California   Berkeley : University of California Press, ©1999.",cau,1999,"979.404 H67r, 1999 ",eng,,,,,,,,
ocm40543776,http://www.worldcat.org/oclc/40543776,"Holliday, J. S.",http://viaf.org/viaf/34623328,Rush for riches : gold fever and the making of California / J.S. Holliday.,22.G.978C,"[Oakland, Calif.] : Oakland Museum of California   Berkeley : University of California Press, ©1999.",cau,1999,"979.404 H67r, 1999 ",eng,,,,,,,,
ocm37465314,http://www.worldcat.org/oclc/37465314,"Driesbach, Janice Tolhurst, author.",http://viaf.org/viaf/235047183,"Art of the gold rush / by Janice T. Driesbach, Harvey L. Jones, and Katherine Church Holland.",22.G.978D,"Oakland, Calif. : Oakland Museum of California, 1998",cau,1998,N 6530 .C2 D75 1998,eng,,,,,,,,
ocm00735863,http://www.worldcat.org/oclc/735863,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978G,"Cleveland, OH : Arthur H. Clark, 1906",ohu,1906,"917.9, A92a, 1906",eng,,,,,,,,
ocm09853466,http://www.worldcat.org/oclc/9853466,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978G,"Tucson, Ariz. : University of Arizona Press, [1984],",azu,1984,"917.9, A92a, 1984",eng,,,,,,,,
ocm37465314,http://www.worldcat.org/oclc/37465314,"Driesbach, Janice Tolhurst, author.",http://viaf.org/viaf/235047183,"Art of the gold rush / by Janice T. Driesbach, Harvey L. Jones, and Katherine Church Holland.",22.G.978G,"Oakland, Calif. : Oakland Museum of California, 1998",cau,1998,N 6530 .C2 D75 1998,eng,,,,,,,,
ocm40543776,http://www.worldcat.org/oclc/40543776,"Holliday, J. S.",http://viaf.org/viaf/34623328,Rush for riches : gold fever and the making of California / J.S. Holliday.,22.G.978K,"[Oakland, Calif.] : Oakland Museum of California   Berkeley : University of California Press, ©1999.",cau,1999,"979.404 H67r, 1999 ",eng,,,,,,,,
ocm00735863,http://www.worldcat.org/oclc/735863,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978P,"Cleveland, OH : Arthur H. Clark, 1906",ohu,1906,"917.9, A92a, 1906",eng,,,,,,,,
ocm09853466,http://www.worldcat.org/oclc/9853466,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978P,"Tucson, Ariz. : University of Arizona Press, [1984],",azu,1984,"917.9, A92a, 1984",eng,,,,,,,,
ocm32393046,http://www.worldcat.org/oclc/32393046,"Lemke, Nancy, 1949- author.",http://viaf.org/viaf/21321176,Missions of the southern coast / Nancy Lemke.,22.G.978Q,"Minneapolis, Minn. : Lerner Publications, ©1996.",mnu,1996,F 862 .L49 1996,eng,,,,,,,,
ocm76261753,http://www.worldcat.org/oclc/76261753,"Lemke, Nancy, 1949-",http://viaf.org/viaf/21321176,Southern coast missions in California / by Nancy Lemke.,22.G.978Q,"Minneapolis : Lerner, ©2008.",mnu,2008,"979.402 M52, L55s, 2007",eng,,,,,,,,
ocm26401421,http://www.worldcat.org/oclc/26401421,"Tyler, Ronnie C., 1941- author.",http://viaf.org/viaf/112073571,Audubon's great national work : the royal octavo edition of the Birds of America / Ron Tyler.,22.G.978R,"Austin : University of Texas Press, 1993.",txu,1993,"598.2973 T94a, 1993 ",eng,,,,,,,,
ocm00735863,http://www.worldcat.org/oclc/735863,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978T,"Cleveland, OH : Arthur H. Clark, 1906",ohu,1906,"917.9, A92a, 1906",eng,,,,,,,,
ocm09853466,http://www.worldcat.org/oclc/9853466,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978T,"Tucson, Ariz. : University of Arizona Press, [1984],",azu,1984,"917.9, A92a, 1984",eng,,,,,,,,
ocm00735863,http://www.worldcat.org/oclc/735863,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978V,"Cleveland, OH : Arthur H. Clark, 1906",ohu,1906,"917.9, A92a, 1906",eng,,,,,,,,
ocm09853466,http://www.worldcat.org/oclc/9853466,"Audubon, John W., author",http://viaf.org/viaf/29446802,Audubon's Western Journal: 1849-1850,22.G.978V,"Tucson, Ariz. : University of Arizona Press, [1984],",azu,1984,"917.9, A92a, 1984",eng,,,,,,,,
ocm37465314,http://www.worldcat.org/oclc/37465314,"Driesbach, Janice Tolhurst, author.",http://viaf.org/viaf/235047183,"Art of the gold rush / by Janice T. Driesbach, Harvey L. Jones, and Katherine Church Holland.",22.G.978V,"Oakland, Calif. : Oakland Museum of California, 1998",cau,1998,N 6530 .C2 D75 1998,eng,,,,,,,,
ocn768167949,http://www.worldcat.org/oclc/768167949,,,"Rock art at Little Lake : an ancient crossroads in the California desert / Jo Anne Van Tilburg, Gordon E. Hull, John C. Bretney, [editors].",23.F.3045A,"Los Angeles : Cotsen Institute of Archaeoloy Press, ©2012.",cau,2012,"970.93 33, R63a, 2012 ",eng,,,,,,,,
ocn768167949,http://www.worldcat.org/oclc/768167949,,,"Rock art at Little Lake : an ancient crossroads in the California desert / Jo Anne Van Tilburg, Gordon E. Hull, John C. Bretney, [editors].",23.F.322,"Los Angeles : Cotsen Institute of Archaeoloy Press, ©2012.",cau,2012,"970.93 33, R63a, 2012 ",eng,,,,,,,,
ocn768167949,http://www.worldcat.org/oclc/768167949,,,"Rock art at Little Lake : an ancient crossroads in the California desert / Jo Anne Van Tilburg, Gordon E. Hull, John C. Bretney, [editors].",23.F.3350,"Los Angeles : Cotsen Institute of Archaeoloy Press, ©2012.",cau,2012,"970.93 33, R63a, 2012 ",eng,,,,,,,,
ocn768167949,http://www.worldcat.org/oclc/768167949,,,"Rock art at Little Lake : an ancient crossroads in the California desert / Jo Anne Van Tilburg, Gordon E. Hull, John C. Bretney, [editors].",23.F.3352,"Los Angeles : Cotsen Institute of Archaeoloy Press, ©2012.",cau,2012,"970.93 33, R63a, 2012 ",eng,,,,,,,,
ocm40174928,http://www.worldcat.org/oclc/40174928,"Shaw, Robert, 1951-",http://viaf.org/viaf/25780978,American baskets : [a cultural history of a traditional domestic art] / Robert Shaw.,2349.G.2,"New York : C. Potter, ©1999.",nyu,1999,"970.655 S53a, 1999",eng,,,,,,,,
